https://www.youtube.com/watch?v=0zgfLjykE9E,I wanna Classic;I wanna Become the Vegetable;I Wanna Be The GBC,Graveyard,Kazumi Totaka,OK,
https://youtu.be/33IR1eUUC08?t=29,I Wanna Go Across the Rainbow;I Wanna Call me It,Seymour's Theme,Nobuo Uematsu,OK,
https://www.youtube.com/watch?v=XeqwWhX0ddY,I Wanna Classic;I Wanna Find A Cure,Winning Come Back!,The Pillows,OK,
https://youtu.be/vRpbtf8_7XM?t=94,Invincible Alien,Alien Alien,NayutanalieN,OK,
https://youtu.be/wj3Oi3455Yg?t=185,if(I wanna get the good luck){with(kakki){destroy! kill! genocide!}}柿デスver,Rengoku Paranoia,mint*,OK,
https://www.youtube.com/watch?v=QLv9KP2jpXo,I wanna be the Destination;I Wanna Kill the Kamilia 2;I Wanna Break the Series Z;MKey Medley;I Wanna Be The Foundation;I Wanna Be The Nuestination,Demon Tale Sonata,dBu,OK,
https://www.youtube.com/watch?v=ma0q7YlkBRw,I wanna be the Crimson;I Wanna Kill the Kamilia 2,Red Bee,Manabu Namiki,OK,
https://youtu.be/si81bIoZRJQ?t=6,I Wanna be Minimal;I wanna kill the Mokuteki;I Wanna Kill The Lovegood,Divinity,Porter Robinson,OK,
https://www.youtube.com/watch?v=nIpJIkYGQ_U,I wanna come to the conclusion,Discussion -Heat Up- (8-bit),Masafumi Takada,OK,
https://www.youtube.com/watch?v=gyQ9UHPwW4g,I Wanna be the GGM;I Wanna be the Poireau,Artifcial Intelligence Bomb,Naruto,OK,
https://youtu.be/L54q_24LvY8?t=2,I Wanna Ponder,Asian Dancer,Fox Capture Plan,OK,
https://youtu.be/WoU4_JW2fyU?t=152,I Wanna Ponder,Interlude,Prototyperaptor,OK,
https://www.youtube.com/watch?v=K4asXOEYMsM,I Wanna Gaze at the Horizon,dark Engel,ISAo,OK,
https://youtu.be/rWymcg63xy4?t=716,I Wanna Appreciate Meteor Stream;I Wanna Get Rekt;I Wanna Get Cultured;MKey Medley,Ryuuseigun Chaos,2daime,OK,
https://www.youtube.com/watch?v=MsLVi6T46AM,I Wanna Kill the Lovegood;I Wanna Kill the Mokuteki;I Wanna D&G,Guess What?,Evil Activities & DV8 Rocks!,OK,
https://youtu.be/qFfybn_W8Ak?t=141,I Wanna Elecspike,Roller Mobster,Carpenter Brut,OK,
https://youtu.be/PB9xkXuHquo?t=7,I Wanna Beat the Spikes Final: Deca Corner;I Wanna be the Locus;I Wanna Challenge the Author's Skill;I Wanna be the Onelife,A Light Illuminating the Depths,Nihon Falcom,OK,
https://youtu.be/jdu_IQ6usq4?t=28,I Wanna Follow It,Damascus,Oskar Schuster,OK,
https://youtu.be/wnRdfw1f8NU?t=60,I Wanna Find My Destiny,The Breach,Aleksandar Dimitrijevic,OK,
https://www.youtube.com/watch?v=gvdZ4_CQt5g,I wanna Become the Vegetable;I Wanna Be the Butterfly;I wanna be the Destination;VoVoVo,Pop Star,Jun Ishikawa,OK,
https://youtu.be/fFZqDmGvlRw?t=182,I Wanna Break the Series Z 3,Love Is Onomatopoeia,Pinocchio-P,OK,
https://youtu.be/f3MDGKw0wdg?t=63,I Wanna be the Concentration;I wanna Scramble,Oshama Scramble,t+pazolite,OK,
https://www.youtube.com/watch?v=h8CmfRgxvVQ&t=60,I Wanna be the Emperor;Emperor Penguins;I Wanna Kill The Kamilia 3,The Azure Arbitrator,Falcom Sound Team jdk,OK,
https://www.youtube.com/watch?v=LK16Pu4WohM,I Wanna be the Dieary,Maigo no ōkami,Yoru hime to kuma neko,OK,
https://www.youtube.com/watch?v=8_kernqaOao,I Wanna Break the 3 Makers III;I Wanna Make Magic;I Wanna Keypick 100;I Wanna Lockpick,reedz,OcularNebula,OK,
https://www.youtube.com/watch?v=B_7UklRLyYo,I Wanna Kill the Kamilia,Dialga/Palkia Battle at Spear Pillar,Takashiro Nishi,OK,
www.youtube.com/watch?v=0z1YIwH3uiI,I Wanna Be the Maze;I Wanna Survive a Piano;I Wanna Kill The Kamilia 3;I wanna Feel Alive,Circus Galop,Marc-André Hamelin,OK,
https://youtu.be/QhcAJC_3heA?t=50,I wanna kill the Kermit 2,Be Nice to Me,The Front Bottoms,OK,
https://www.youtube.com/watch?v=Gfbhp7CyqE8,I wanna kill the Kermit,500 Miles,The Proclaimers,OK,
https://www.youtube.com/watch?v=hQo1HIcSVtg,I wanna Figure;Crimson Needle 3;VoVoVo;I Wanna Be The Bravest Adventurer V0.99;100 Floor Medley,The Boys are Back In Town,Thin Lizzy,OK,
https://youtu.be/Thg3IW2spik?t=90,if(I wanna be the GOD){with(†耐久神you†){instance_destroy()} 神デスver,Setsunal Lovers,Kohm,OK,
https://www.youtube.com/watch?v=cBBlrzw2Xts,I wanna be the KSD;I Wanna Get Cultured 2,Dun Dun Tare,The HOOT,OK,
https://youtu.be/IWEpkRoxK0o?t=210,I wanna call me it;I Wanna Break The Series Z 3;I Wanna be the IDKMAN3;Avoidance Collab 4,Call me it. (500 Tortures),t+pazolite,OK,
https://youtu.be/j2DGCJamgRM,I Wanna Be The Lucky;I Wanna Kill the Mokuteki;Designer L's Wacky Randventure!,Sugiura Ayano's Character Song,Yuru Yuri,OK,
https://www.youtube.com/watch?v=2rAuycsMeck,I wanna be the END;I Wanna be the Ultimatum,Ultra_Screen_Saver_Maker_2.0kg,ORiON,OK,
https://youtu.be/Vn0uZ8Au6LY?t=171,I wanna celebrate 100;I wanna be the Revolution!!,Tōsen bō,wowaka,OK,
https://www.youtube.com/watch?v=ngovaH86VVU,I Wanna Kill the Minesweepor,Double Trouble,Pokemon,OK,
https://youtu.be/zSSQCzXoIVY?t=82,I Wanna Kill the Happil 2,Programmed Life,Kors K,OK,
https://www.youtube.com/watch?v=zgjHoFx-MKg,I Wanna be the Sorrow,Rebirth the Edge - Alice Sound Collection Ver.,Shade,OK,
https://youtu.be/ZUFpeYo8GOs?t=1,I Wanna Try a Collab;I Wanna Thread the Needle,CURUS -special MIX-,D-Crew,OK,
https://youtu.be/7_16vUSWlXg,I Wanna Go Across the Rainbow,The Splendid Performance,Masashi Hamauzu,OK,
https://www.youtube.com/watch?v=_lWsAx3pm9k,I wanna make the Novelty;The Farewell Medley;I Wanna Be Trolled;I Wanna Get Cultured,City of the Million Dreams,MintJam,OK,
https://youtu.be/GSBmrz7bwDA?t=62,I wanna be the Philosopher,Surasshu zenmondō,Kin'nikushōjo-tai,OK,
https://www.youtube.com/watch?v=zJjfr5Jomu4,Jason Enjoys the Witch's Dangerous Dandies,reanimate--Black Liliana Arrange,M.Graveyard,OK,
https://www.youtube.com/watch?v=IOeKDQ_T-HI,I wanna be like Brisulph,Heavenly Star,Genki Rockets,OK,
https://www.youtube.com/watch?v=97A3AwkmzV4,I Wanna be the Ultimatum,Paradox #3,Dubmood,OK,
https://youtu.be/AULG4MoYxQk?t=26,I Wanna Qowulu;I wanna call me it;I Wanna Deviate;I wanna be the Sunflower Fairy,Flower Dance,DJ Okawari,OK,
https://www.youtube.com/watch?v=bsee7bgwnhs,I Wanna be the Genius;ReloadedKs-Godot-Fangame-Engine,Ulf's Vibrator,Edzes and Loonie,OK,
https://youtu.be/44NBnb9dIn4?t=47,I wanna be the Animus;I Wanna be the GR,Gulug Volcano,Nobuo Uematsu,OK,
https://youtu.be/P4ZLtMi4fkw?t=75,I wanna try a Collab 2;I Wanna be the MusicGames,Sumidagawa Karenka,seiya-murai feat. ALT,OK,
https://youtu.be/ryHySHVychM?t=72,I wanna call me it;I Wanna be the Capacity,Abyss,take,OK,
https://youtu.be/2c5ZPQc6XT4,I Wanna Kill Originality,Take Off And Land,Kitsune²,OK,
https://www.youtube.com/watch?v=86IxmklUgEM,I wanna be the Best Guy;I Wanna be the Best Guy 2,Tor's Theme,HyperDuck,OK,
https://www.youtube.com/watch?v=eTvXxOEPkyI,I Wanna Shiver,euclase,qurter,OK,
https://youtu.be/XyOCakLOvsY?si=RQi1fhbmWZ-XzSp4&t=37,I wanna see the まゆむしチャンネル;I Wanna Kill the 3sweepor;I Wanna Stop the Simulation;I Wanna Heyan Trapventure 2,Amazing!!,ﾌﾞﾙｽｺﾌｧｰ薺; まゆむし; Jinmenusagi; FUNKY髭HANK,OK,
https://www.youtube.com/watch?v=Fg6VtW2s85Q,I Wanna Break the Series Z 3,Armored in Green (stage 2),Ketsuipachi Arrange,OK,
https://youtu.be/4tjU6vK-0nQ?t=45,I Wanna Orion;I Wanna be the Saturn;I wanna be the LoveAE-RYRC;I wanna be the Agent;I Wanna Quaint;I Wanna Eat Sheep Spike 3;I wanna make a random needle medley,Welcome to the Moon Tour,Rin,OK,
https://youtu.be/9pWexzNMcv8?t=23,I wanna be the SkyNeedle,Onaji Hoshi ni Umarete,Shinobu,OK,
https://youtu.be/pdHSc_qCBhU?t=115,I Wanna Shiver,Transformation,The Cinematic Orchestra,OK,
https://youtu.be/UymXRxJPOQo?t=23,I Wanna Kill the Kermit 3,Electric Blue,Arcade Fire,OK,
https://www.youtube.com/watch?v=ZsmpP--NX7E,I Wanna Feed Your Escapism 2,Who's Theme,Nujabes,OK,
https://youtu.be/KJNLOSRLQpQ?t=1,I Wanna Breathing,Kokiyu,ATOLS,OK,
https://youtu.be/rDvCI1BhpfY?t=11,I Wanna Potato 2;I Wanna Save My Boy,Ancient Scapes,Durandal,OK,
https://youtu.be/3jt_YCPVm24?t=273,Domu,SAYONARA HUMAN,Pinocchio-P,OK,
https://www.youtube.com/watch?v=Vrc5lv0O8yo,I Wanna Fill In The Blanks,Impossible,Darren Korb,OK,
https://youtu.be/WOJlJd0nAMI?t=150,I Wanna be the Humantic;I Wanna Break The Series Z 3;I wanna be the Planet Doku,Hitoribocchi no UFO,Pinocchio-P,OK,
https://www.youtube.com/watch?v=ePnLvuy36fw&t=35s,I Wanna be the Best Guy;I Wanna Kill the Happil;I Wanna be the MSR;I wanna touch the SBL;I Wanna Be The GodGodGod x1018273466 ver.0.0.6.0.0.5.3.1;I Wanna Be The Sankakkun,Teni no Theme (Sanbika),Ikki Tousen DD,OK,
https://youtu.be/7wSJdUiKgXk,なにかいいことないかな,I wonder if anything good will happen,-K-,OK,
https://www.youtube.com/watch?v=d-PzAyB5rAY,I Wanna be the Platinum;I Wanna Go the Make Magic,Magician's Theme,House of the Dead 2 OST,OK,
https://www.youtube.com/watch?v=fTNMGDqq0AE,I wanna H4;I Wanna Conquer the Blow Game 2,Skype call theme,skype probably,OK,
https://www.youtube.com/watch?v=9F6qyJ8QHjE,I wanna be the Galaxy,風変わりな街,FICUSEL,OK,
https://youtu.be/dhNfddJRulQ?t=39,I Wanna Go to the Otherside,Funky Duck,Vulfpeck,OK,
https://youtu.be/URYKVlZVSJ0?t=57,I Wanna Kill the Guy;I wanna escape the rainbow trap,Midnight,cornandbeans,OK,
https://youtu.be/5UPj1dMVZ7g?t=93,I wanna get Rekt;I Wanna Kill the Blue Mage,Elements (Style & Breeze Remix),Neo Cortex,OK,
https://youtu.be/Nmsdvzq8z0o?si=gWxHIdSuv_8OSslP,I Wanna Kill The Kamilia 2,Taillight Phantom,StaticSphere,OK,
https://youtu.be/EAjE4RAGweQ?t=19,I Wanna be the Hero-Again;I Wanna Go the Run,Be Gone Mr. Gawne ,Bossfight,OK,
https://youtu.be/ZHG-BhwSsvg,I Wanna Record My Jumps;I Wanna Descend the 69;Everhood Colonel;I Wanna Keep My Roulette Streak;I Wanna Lockpick,March Handyman ,Haru,OK,
https://youtu.be/oj9vqiWiVHc?t=3,I Wanna Take the TimeMachine,Schranz Chase,Booty Bronx,OK,
https://www.youtube.com/watch?v=NLuAu88GVTM,I Wanna Dorito 3,One Chili (Mouth on Fire),Max Sauer,OK,
https://youtu.be/R1xSivnapio,I Wanna Clear 50 Neon Floors;I Wanna be the M 2;I Wanna SpeedGame,RPM,EnV,OK,
https://youtu.be/xjA8hhLA-pw?t=2,I Wanna be the Donald 2,Rondo Alla Turca ver Ronald McDonald,Mozart,OK,
https://www.youtube.com/watch?v=pjTLGd5UQXs,I wanna be the IF,Liligue City,Grandia 2,OK,
https://www.youtube.com/watch?v=k7WyJ8CQl9I,I wanna get Rekt,Three Hundred CC,The Flashbulb,OK,
https://youtu.be/K2gANNkeKgE?t=10,I Wanna Kill the Happil 2;I Wanna Break the Title Card,Catadioptric,Jerico's Law,OK,
https://youtu.be/0pCS44qrJkY?t=13,II wwaannnnaa SShhaakkee;I Wanna be the Dieary,KirigiriKirigiri JingJing,someone,OK,
https://youtu.be/IqLQIYo7BEg?t=23,I wanna be the Diverse;I Wanna be the Lime;I Wanna Break the Series Z 3;I Wanna Kill The Happil,Still Blastin',NemesisTheory,OK,
https://www.youtube.com/watch?v=zMTDvj-CBW4,I wanna be the Diverse,Enigma,NemesisTheory,OK,
https://www.youtube.com/watch?v=5fNhD_lP1F4&t=80s,I wanna be the Ocean Princess,Selenium Forest,Plini,OK,
https://www.youtube.com/watch?v=0cz1NxGg1QY,I Wanna be the Last TIS,Requiem of the Sky,Manabu Namiki,OK,
https://www.youtube.com/watch?v=hjWyvuDNOcU,I wanna be the Hibachi;I Wanna Kill The Kamilia 3,Tenshi,Manabu Namiki,OK,
https://youtu.be/VJP1QM9jieA,I Wanna Spook Jam,Happy Halloween (Off Vocal),Chiho,OK,
https://www.youtube.com/watch?v=h17_m1hJ2wg,I Wanna be the Overlord;I Wanna Be the FE,Deadly Temptation,Takahiro Unisuga,OK,
https://youtu.be/fNP0gbDPdn4?t=265,I Wanna Defeat the Discord Makers CN Side,Enter the Void,Betwixt & Between,OK,
https://youtu.be/pIZOtrxNZQk?t=51,I Wanna Make the Avoidance,On the FM,C-Show,OK,
https://www.youtube.com/watch?v=sbptRUyK8Rc,I wanna be the rainbow MIKU;I Wanna be the Durability,What Do You Mean?!,くちばしP,OK,
https://www.youtube.com/watch?v=8NkLcIPEuSg,Not Another Needle Game,Fallen Angel,Mitsunori Ikeda feat. Aimee-B,OK,
https://www.youtube.com/watch?v=XLaFLztnL84,divisive game,Holland 1945,Neutral Milk Hotel,OK,
https://www.youtube.com/watch?v=FOwXlANwerI,I Wanna be the Beach,What Shall we do with the Drunken Sailor?,Okko Bekker,OK,
https://www.youtube.com/watch?v=IQGoRqrRY1k,I Wanna Travel the Night,Vs Nightmare GaMetal Remix,GaMetal,OK,
https://youtu.be/c9POFKtttAo?t=15,I Wanna Bread,Tear Rain,cYsmix,OK,
https://youtu.be/kUQQZhl2Hmg?t=10,I wanna avoid the desperation,恋愛部活動記録,Kuchibashi-P,OK,
https://www.youtube.com/watch?v=TWSOu4UcoCA,I Wanna Go the Jungle Adventure,White Knuckle River Floor,John Guscott; Matt Black; Gerard Gourley,OK,
https://www.youtube.com/watch?v=mCK6mXlLo5Y,I Wanna Kill The Kamilia 3;I Wanna be the M 2,Joker,DJ N.E.R.O.,OK,
https://youtu.be/zYg8wEkc0pw?t=70,I Wanna Spook Jam,Ashley's Song,Sasaki Tomoko,OK,
https://www.youtube.com/watch?v=eFmcOzB6GNk,I Wanna be the Gangsta;I wanna be the Cherry,Pensamento Típico de Esquerda Caviar,Maffalda,OK,
https://www.youtube.com/watch?v=m4HEsGvE1gk,I Wanna be the Scapegoat,Freya's Theme,Nobuo Uematsu,OK,
https://www.youtube.com/watch?v=0c1BhJpkbhU,I Wanna be the Hurtful Pain,Hurting for a Very Hurtful Pain,EZFG,OK,
https://youtu.be/TKqBTF4hSvI?t=214,I Wanna be the Semantic compositions on death and its meaning,o'er the flood,goreshit,OK,
https://youtu.be/BfIjIVLmhAI?t=73,I wanna Figure,Blast,Clams Casino,OK,
https://www.youtube.com/watch?v=_jqhMuu8cH4,I wanna be the UZ,UZ,daniwell,OK,
https://youtu.be/BZ0Yk3sOoKE?t=71,I Wanna Kill the Blue Mage 2,Turquoise Paradise - For Foliage Furnace Act 1,Mr. Lange,OK,
https://youtu.be/aNMx3KlmZJs?t=69,i wanna go the jack world,Red Chromozone,lol,OK,
https://youtu.be/ePVJdev77Gw?t=154,I Wanna Kill The Kamilia 2,深愛,水樹奈々,OK,
https://youtu.be/rw9ovXWWRVY?t=7,I Wanna Defeat the Discord Makers JP Side,765×346 MEDLEY COLL@BORATION,taiyo,OK,
https://youtu.be/VJHuvV0aZ6w?t=3,I Wanna Enjoy the Electrified Butterscotch Dandy,Kake Nukeru Anime Medley III,M.Iz,OK,
https://youtu.be/qnX2CdOBcDI?t=3,I Wanna be the Donut Hole,Donut Hole,Hachi,OK,
https://youtu.be/TrVG44BqVgI?t=40,I Wanna Kill The Kamilia 2;I wanna SlimeTrap,Blaze,Cornandbeans,OK,
https://youtu.be/Serz1gvI4gA?t=64,I wanna be the Permanence 2,Kyun! Vampire Girl,Hibiki Ganaha; Takane Shijou; Miki Hoshii,OK,
https://youtu.be/mOFAKsnQMmE?t=21,I Wanna Kill The Kamilia 3,動畫〈四月是你的謊言〉ED2 7!! - オレンジ,MICHIRU(7!!),OK,
https://youtu.be/_KSqWLQf3A4?t=19,I wanna kill the Kermit 2,Windows,Donnie Trumpet & The Social Experiment,OK,
https://www.youtube.com/watch?v=G44xTr8D_bw&t=15,I Wanna be the My Heart Goes On;I Wanna Graduate from DT;I Wanna Make a Sandwich;I Wanna be the Iwanero;I Wanna Be The Bored 2,My Heart Will Go On,Celine Dion,OK,
https://youtu.be/gpjNnFMOHY0?t=83,I wanna be the Ocean Princess,Ursa Major,Widek,OK,
https://youtu.be/3f7mdjVMC3E?t=17,End of Year Endurance Tournament 2015;I Want,Rebel's Theme,Flux Pavilion,OK,
